IntDate,HousehldID,VillageID,HhMmbrs,OwnDogs,DgsOwnd,AdltDgs,Puppies,DogDied,NumDd,DogBite
2/21/17,28-372-1,28,7,0,0,0,0,0,0,0
2/22/17,28-261-2,28,4,0,0,0,0,0,0,0
2/22/17,28-158-2,28,4,0,0,0,0,0,0,0
2/22/17,55-345-3,55,4,0,0,0,0,0,0,0
2/22/17,35-80-4,35,7,0,0,0,0,0,0,0
2/22/17,10-301-3,10,7,1,2,2,0,0,0,0
2/22/17,35-19-4,35,2,0,0,0,0,0,0,0
2/22/17,55-90-5,55,3,0,0,0,0,0,0,99
2/22/17,35-32-3,35,3,0,0,0,0,0,0,0
2/22/17,10-168-4,10,3,1,1,1,0,0,0,0
2/22/17,53-113-4,53,7,1,5,2,3,0,0,0
2/22/17,35-33-2,35,1,0,0,0,0,0,0,0
2/22/17,28-340-2,28,4,0,0,0,0,0,0,0
2/23/17,35-70-7,35,4,0,0,0,0,0,0,0
2/23/17,35-98-1,35,5,0,0,0,0,0,0,0
2/23/17,53-83-5,53,1,0,0,0,0,0,0,0
2/23/17,10-104-8,10,5,0,0,0,0,0,0,0
2/23/17,55-24-5,55,4,1,2,2,0,0,0,0
2/23/17,55-24-7,55,3,0,0,0,0,0,0,0
2/23/17,10-104-6,10,1,0,0,0,0,0,0,0
2/23/17,35-69-3,35,4,1,2,0,2,0,0,0
2/23/17,35-81-4,35,7,0,0,0,0,0,0,0
2/23/17,10-104-7,10,5,1,1,1,0,0,0,0
2/23/17,55-18-2,55,1,0,0,0,0,0,0,0
2/23/17,55-29-12,55,1,0,0,0,0,0,0,0
2/23/17,55-29-13,55,1,0,0,0,0,0,0,0
2/23/17,35-81-3,35,2,0,0,0,0,0,0,0
2/23/17,53-129-3,53,6,1,2,2,0,0,0,0
2/23/17,35-48-5,35,1,0,0,0,0,0,0,0
2/23/17,10-171-10,10,5,0,0,0,0,0,0,0
2/23/17,35-49-9,35,4,1,2,1,1,0,0,0
2/23/17,28-162-2,28,2,0,0,0,0,0,0,0
2/23/17,35-47-9,35,2,0,0,0,0,0,0,0
2/23/17,53-107-2,53,8,0,0,0,0,0,0,0
2/23/17,10-171-9,10,6,1,1,1,0,0,0,0
2/23/17,53-117-2,53,7,0,0,0,0,0,0,0
2/23/17,53-4-3,53,12,1,1,1,0,0,0,0
2/23/17,53-6-8,53,4,0,0,0,0,0,0,0
2/23/17,53-3-3,53,4,1,1,0,1,0,0,0
2/24/17,53-121-3,53,8,1,3,3,0,0,0,0
2/24/17,35-29-3,35,4,1,2,2,0,0,0,0
2/24/17,53-80-12,53,2,0,0,0,0,0,0,0
2/24/17,35-75-5,35,6,0,0,0,0,0,0,0
2/24/17,28-205-2,28,5,0,0,0,0,0,0,0
2/24/17,53-80-13,53,3,0,0,0,0,0,0,0
2/24/17,35-75-3,35,3,0,0,0,0,0,0,0
2/24/17,28-203-2,28,6,0,0,0,0,0,0,0
2/24/17,55-175-3,55,4,0,0,0,0,0,0,0
2/24/17,35-44-6,35,5,0,0,0,0,0,0,0
2/24/17,35-44-5,35,3,1,1,1,0,0,0,0
2/24/17,10-304-2,10,1,0,0,0,0,0,0,0
2/24/17,35-63-7,35,6,1,1,1,0,0,0,0
2/24/17,35-38-5,35,1,0,0,0,0,0,0,0
2/24/17,35-63-6,35,1,0,0,0,0,0,0,0
2/24/17,35-40-4,35,1,0,0,0,0,0,0,0
2/24/17,53-117-3,53,5,0,0,0,0,0,0,0
2/24/17,35-65-4,35,5,0,0,0,0,0,0,0
2/24/17,28-236-2,28,6,0,0,0,0,0,0,0
2/24/17,35-55-2,35,3,0,0,0,0,0,0,0
2/24/17,28-30-13,28,5,0,0,0,0,0,0,0
2/24/17,53-78-5,53,6,1,3,1,2,0,0,0
2/24/17,35-37-4,35,3,1,4,2,2,0,0,0
2/24/17,35-82-3,35,3,1,2,2,0,0,0,0
2/24/17,55-73-5,55,10,0,0,0,0,0,0,0
2/24/17,55-273-2,55,5,0,0,0,0,0,0,0
2/24/17,35-88-3,35,8,0,0,0,0,0,0,0
2/24/17,35-54-6,35,1,0,0,0,0,0,0,0
4/7/17,49-52-5,49,4,0,0,0,0,0,0,0
4/7/17,49-26-5,49,1,0,0,0,0,0,0,0
4/7/17,49-48-10,49,3,1,2,2,0,0,0,0
4/7/17,68-42-8,68,1,0,0,0,0,0,0,0
4/7/17,49-249-2,49,6,1,2,2,0,0,0,0
4/7/17,49-45-11,49,3,0,0,0,0,0,0,0
4/18/17,49-147-10,49,3,0,0,0,0,0,0,0
4/18/17,49-62-14,49,6,0,0,0,0,0,0,0
4/18/17,49-65-5,49,5,1,1,1,0,0,0,0
4/18/17,49-146-4,49,6,1,1,1,0,0,0,0
4/18/17,49-63-7,49,4,0,0,0,0,0,0,0
4/18/17,49-64-7,49,7,1,1,1,0,0,0,0
4/18/17,49-59-6,49,5,0,0,0,0,0,0,0
4/18/17,55-14-8,55,1,1,1,1,0,0,0,0
4/18/17,49-231-3,49,5,1,1,1,0,0,0,0
4/19/17,55-240-2,55,6,1,1,1,0,0,0,0
4/19/17,55-46-11,55,1,0,0,0,0,0,0,0
4/19/17,55-293-2,55,9,1,1,1,0,0,0,0
4/19/17,55-213-3,55,10,0,0,0,0,1,0,0
4/19/17,49-79-6,49,3,0,0,0,0,0,0,0
4/19/17,55-45-8,55,1,0,0,0,0,0,0,0
4/19/17,55-45-9,55,1,0,0,0,0,0,0,0
4/20/17,49-143-5,49,4,0,0,0,0,0,0,0
4/20/17,10-291-3,10,6,0,0,0,0,0,0,0
4/20/17,49-160-4,49,2,0,0,0,0,0,0,0
4/21/17,55-274-2,55,5,1,5,2,3,0,0,0
4/21/17,55-182-3,55,3,0,0,0,0,0,0,0
4/21/17,55-20-6,55,1,0,0,0,0,0,0,0
4/21/17,55-31-7,55,10,1,1,1,0,0,0,0
4/21/17,55-284-3,55,5,0,0,0,0,0,0,0
4/21/17,55-10-6,55,2,1,1,1,0,0,0,0
4/21/17,55-20-7,55,7,0,0,0,0,0,0,0
4/21/17,55-192-3,55,10,1,1,1,0,0,0,0
4/21/17,55-19-8,55,11,1,1,1,0,0,0,0
4/21/17,55-16-17,55,3,0,0,0,0,0,0,0
4/21/17,55-16-16,55,5,0,0,0,0,0,0,0
4/21/17,55-16-15,55,1,0,0,0,0,0,0,0
4/21/17,55-256-3,55,2,0,0,0,0,0,0,0
4/21/17,55-16-19,55,6,1,2,2,0,0,0,0
4/21/17,55-16-20,55,9,0,0,0,0,0,0,0
4/21/17,55-79-3,55,12,1,1,1,0,0,0,0
4/21/17,55-337-1,55,7,0,0,0,0,0,0,0
4/21/17,53-18-7,53,7,0,0,0,0,0,0,0
4/24/17,53-86-6,53,7,0,0,0,0,0,0,0
4/24/17,53-96-11,53,4,0,0,0,0,0,0,0
4/24/17,28-360-2,28,5,1,1,1,0,0,0,0
4/25/17,53-120-3,53,8,0,0,0,0,0,0,0
4/25/17,53-101-5,53,1,0,0,0,0,0,0,0
4/25/17,53-101-6,53,5,0,0,0,0,0,0,0
4/25/17,53-45-6,53,8,1,1,1,0,0,0,0
4/26/17,53-75-20,53,2,0,0,0,0,0,0,0
4/26/17,28-338-2,28,5,1,1,1,0,0,0,0
4/26/17,53-73-14,53,10,0,0,0,0,0,0,0
4/27/17,53-114-4,53,1,0,0,0,0,0,0,0
4/27/17,53-65-4,53,5,0,0,0,0,0,0,0
4/27/17,28-48-3,28,4,0,0,0,0,0,0,0
4/27/17,53-60-9,53,2,0,0,0,0,0,0,0
4/27/17,28-3-7,28,5,0,0,0,0,0,0,0
4/27/17,28-102-2,28,2,0,0,0,0,0,0,0
5/4/17,49-131-4,49,2,0,0,0,0,0,0,0
2/17/17,10-138-2,10,6,0,0,0,0,0,0,0
2/16/17,10-179-3,10,1,0,0,0,0,0,0,0
2/16/17,10/18/10,10,2,1,3,3,0,0,0,0
2/15/17,10-182-4,10,6,0,0,0,0,0,0,0
2/17/17,10-192-8,10,5,0,0,0,0,0,0,0
2/8/17,13-142-4,13,2,0,0,0,0,0,0,0
2/14/17,13-173-9,13,3,0,0,0,0,0,0,0
2/13/17,13-177-4,13,5,0,0,0,0,0,0,0
2/15/17,13-190-5,13,9,1,1,1,0,0,0,0
2/7/17,13-191-2,13,1,0,0,0,0,0,0,0
2/9/17,13-205-7,13,3,0,0,0,0,0,0,0
2/10/17,13-211-3,13,9,1,2,2,0,0,0,0
2/8/17,13-212-4,13,6,1,2,2,0,0,0,0
2/2/17,13-241-4,13,2,0,0,0,0,0,0,0
2/3/17,13-27-17,13,5,0,0,0,0,0,0,0
2/8/17,13-278-3,13,5,0,0,0,0,0,0,0
2/9/17,13-289-5,13,4,0,0,0,0,0,0,0
2/3/17,13-31-6,13,3,0,0,0,0,0,0,0
2/17/17,13-320-3,13,5,1,2,2,0,0,0,0
2/3/17,13-33-4,13,5,0,0,0,0,0,0,0
2/14/17,13-332-2,13,6,0,0,0,0,0,0,0
2/20/17,13-36-2,13,3,1,2,1,1,0,0,0
2/20/17,13-37-2,13,1,0,0,0,0,0,0,0
2/20/17,13-46-5,13,5,0,0,0,0,0,0,0
2/8/17,13-72-2,13,4,0,0,0,0,0,0,0
1/30/17,13-8-7,13,2,1,2,2,0,0,0,0
2/1/17,2-100-5,2,2,0,0,0,0,0,0,0
2/6/17,2-108-3,2,5,0,0,0,0,0,0,0
2/1/17,2-117-7,2,8,0,0,0,0,0,0,0
2/7/17,2-126-12,2,4,1,2,0,2,0,0,0
2/7/17,2-126-13,2,2,1,1,1,0,0,0,0
2/3/17,2-133-4,2,2,0,0,0,0,0,0,0
2/2/17,2-143-6,2,7,1,2,0,2,0,0,0
2/1/17,2-163-4,2,8,0,0,0,0,0,0,0
2/10/17,2-164-3,2,4,0,0,0,0,0,0,0
2/6/17,2-185-5,2,4,0,0,0,0,0,0,0
1/30/17,2-202-2,2,6,0,0,0,0,0,0,0
1/31/17,2-204-3,2,5,0,0,0,0,0,0,0
1/31/17,2-208-2,2,7,1,1,1,0,0,0,0
2/10/17,2-246-3,2,12,0,0,0,0,0,0,0
2/2/17,2-40-11,2,2,1,2,2,0,0,0,0
2/2/17,2-45-5,2,1,0,0,0,0,0,0,0
2/9/17,2-47-20,2,7,0,0,0,0,0,0,0
2/6/17,2-75-8,2,2,0,0,0,0,0,0,0
2/6/17,2-75-9,2,3,0,0,0,0,0,0,0
2/14/17,28-119-1,28,5,0,0,0,0,0,0,0
2/22/17,28-234-2,28,2,0,0,0,0,0,0,0
2/16/17,28-275-2,28,8,0,0,0,0,0,0,0
2/23/17,28-30-10,28,3,0,0,0,0,0,0,0
2/17/17,28-300-2,28,6,0,0,0,0,0,0,0
2/13/17,28-371-2,28,9,1,4,2,2,0,0,0
2/6/17,2-84-4,2,3,1,1,1,0,0,0,0
2/13/17,28-79-9,28,1,0,0,0,0,0,0,0
2/16/17,28-84-2,28,5,1,3,2,1,0,0,0
2/22/17,28-89-3,28,8,0,0,0,0,0,0,0
1/31/17,2-89-8,2,10,0,0,0,0,0,0,0
2/15/17,28-92-3,28,6,0,0,0,0,0,0,0
2/21/17,28-94-2,28,6,0,0,0,0,0,0,0
2/16/17,28-98-4,28,1,0,0,0,0,0,0,0
2/21/17,35-1-8,35,4,0,0,0,0,0,0,0
2/21/17,35-12-2,35,2,0,0,0,0,0,0,0
2/21/17,35-15-5,35,2,0,0,0,0,0,0,0
2/22/17,35-27-14,35,4,1,2,1,1,0,0,0
2/24/17,35-40-5,35,5,0,0,0,0,0,0,0
2/24/17,35-45-3,35,4,0,0,0,0,0,0,0
2/23/17,35-46-2,35,2,1,1,1,0,0,0,0
2/23/17,35-51-8,35,2,1,1,1,0,0,0,0
2/21/17,35-56-4,35,2,1,2,0,2,0,0,0
2/22/17,35-73-2,35,8,0,0,0,0,0,0,0
4/10/17,49-142-4,49,5,0,0,0,0,0,0,0
4/7/17,49-150-6,49,5,0,0,0,0,1,0,0
4/13/17,49-152-2,49,6,0,0,0,0,0,0,0
2/9/17,49-156-6,49,4,0,0,0,0,0,0,0
4/19/17,49-180-9,49,6,0,0,0,0,0,0,0
2/9/17,49-215-2,49,7,1,2,2,0,0,0,0
2/2/17,49-24-3,49,2,0,0,0,0,0,0,0
2/1/17,49-27-5,49,5,0,0,0,0,0,0,0
1/30/17,49-279-1,49,7,1,2,2,0,0,0,0
4/18/17,49-282-1,49,8,1,1,1,0,0,0,0
2/1/17,49-37-4,49,7,1,1,1,0,1,NA,0
2/9/17,49-51-14,49,6,0,0,0,0,0,0,0
2/14/17,49-67-4,49,6,0,0,0,0,0,0,0
2/10/17,49-94-14,49,1,0,0,0,0,0,0,0
4/11/17,49-97-8,49,4,0,0,0,0,0,0,0
4/24/17,53-111-2,53,7,1,2,1,1,0,0,0
2/16/17,53-13-3,53,3,1,1,1,0,0,0,0
2/20/17,53-146-1,53,5,0,0,0,0,0,0,0
2/15/17,53-16-5,53,2,0,0,0,0,0,0,0
2/15/17,53-18-4,53,7,1,2,2,0,0,0,0
4/27/17,53-62-19,53,5,0,0,0,0,0,0,0
2/17/17,53-89-3,53,3,0,0,0,0,0,0,0
2/13/17,55-105-12,55,1,0,0,0,0,0,0,0
2/8/17,55-134-5,55,5,1,1,1,0,0,0,0
2/8/17,55-138-9,55,2,0,0,0,0,0,0,0
2/14/17,55-15-8,55,2,0,0,0,0,0,0,0
2/7/17,55-150-7,55,4,1,2,2,0,0,0,0
4/21/17,55-16-18,55,1,1,1,1,0,0,0,0
2/7/17,55-161-3,55,1,0,0,0,0,0,0,0
2/20/17,55-181-8,55,5,0,0,0,0,0,0,0
2/9/17,55-187-3,55,7,1,2,2,0,0,0,0
2/14/17,55-194-2,55,3,0,0,0,0,0,0,0
2/14/17,55-195-2,55,14,1,1,0,1,0,0,0
2/8/17,55-200-2,55,4,0,0,0,0,0,0,0
2/8/17,55-202-2,55,1,0,0,0,0,0,0,0
2/6/17,55-214-3,55,12,1,2,2,0,0,0,0
2/21/17,55-228-3,55,4,0,0,0,0,0,0,0
2/23/17,55-232-2,55,1,0,0,0,0,0,0,0
2/23/17,55-25-4,55,5,1,2,2,0,0,0,0
2/13/17,55-252-3,55,4,1,2,2,0,0,0,0
2/7/17,55-253-5,55,1,0,0,0,0,0,0,0
2/8/17,55-258-4,55,8,0,0,0,0,0,0,0
2/22/17,55-262-3,55,11,1,3,3,0,0,0,0
2/7/17,55-264-5,55,3,1,2,1,1,0,0,0
2/9/17,55-269-3,55,7,1,1,1,0,0,0,0
2/13/17,55-276-2,55,9,1,1,0,1,0,0,0
2/7/17,55-277-2,55,7,0,0,0,0,0,0,0
2/23/17,55-28-5,55,6,1,1,1,0,0,0,0
2/21/17,55-296-2,55,9,1,4,2,2,0,0,0
2/22/17,55-302-4,55,4,0,0,0,0,0,0,0
4/21/17,55-308-2,55,8,1,2,2,0,0,0,0
2/24/17,55-309-2,55,3,0,0,0,0,0,0,0
4/18/17,55-31-6,55,5,0,0,0,0,0,0,0
2/14/17,55-32-2,55,1,0,0,0,0,0,0,0
2/24/17,55-332-2,55,7,1,1,1,0,0,0,0
2/20/17,55-344-2,55,5,1,2,2,0,0,0,0
4/19/17,55-44-11,55,1,0,0,0,0,0,0,0
2/9/17,55-60-7,55,7,1,3,3,0,0,0,0
2/13/17,55-61-11,55,5,1,1,1,0,0,0,0
2/13/17,55-61-9,55,3,0,0,0,0,0,0,0
2/22/17,55-64-7,55,2,1,1,1,0,0,0,0
2/21/17,55-69-11,55,2,0,0,0,0,0,0,0
4/21/17,55-76-3,55,11,1,4,2,2,0,0,0
2/20/17,55-91-7,55,8,0,0,0,0,0,0,0
2/20/17,55-95-3,55,15,1,1,1,0,0,0,0
2/22/17,55-97-4,55,5,1,10,6,4,0,0,0
2/22/17,55-98-3,55,6,0,0,0,0,0,0,0
2/2/17,67-25-13,67,1,0,0,0,0,0,0,0
2/2/17,67-34-5,67,3,1,2,2,0,0,0,0
2/2/17,67-46-5,67,4,0,0,0,0,0,0,0
1/31/17,67-50-5,67,4,1,1,1,0,0,0,0
2/1/17,67-65-2,67,3,0,0,0,0,0,0,0
2/2/17,67-71-4,67,6,1,3,2,1,0,0,0
2/2/17,67-88-1,67,7,1,3,3,0,0,0,0
2/6/17,68-16-12,68,7,1,1,1,0,0,0,0
2/6/17,68-29-6,68,1,0,0,0,0,0,0,0
2/6/17,68-33-6,68,1,1,1,1,0,0,0,0
4/7/17,68-42-10,68,1,1,1,1,0,0,0,0
2/3/17,68-46-3,68,6,1,1,1,0,0,0,0
2/3/17,68-56-7,68,2,0,0,0,0,0,0,0
2/6/17,68-58-2,68,6,1,3,3,0,0,0,0
2/1/17,68-75-4,68,5,1,2,2,0,0,0,0
1/31/17,68-83-2,68,7,1,6,1,5,0,0,0
